subject,subjectScheme,subjectURI,valueURI
Bacillus sphaericus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26387
Bacillus stearothermophilus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26388
Bacillus subtilis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_15940
Bacillus thuringiensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_761
Backusella,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_31809
Bacopa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331562
Bacopa monnieri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331521
Bacteria,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_765
Bacteroidaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_771
Bacteroides,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_772
Bactra,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30358
Bactra verutana,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_30359
Bactrian camels,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_29139
Bactris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_3421
Bactris gasipaes,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_3422
Bactrocera,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33628
Bactrocera cucurbitae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_36020
Bactrocera dorsalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_36022
Bactrocera latifrons,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_37794
Bactrocera oleae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_36023
Bactrocera tryoni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_36024
Bactronophorus thoracites,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48583
Baculoviridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_9053
Baculovirus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_35612
Baden-Wuerttemberg,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_773
Badis badis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43475
Baffin Bay,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_775
Bafra sheep,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_fc8ee4f2
Bagarius bagarius,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40846
Bagre,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_777
Bagre bagre,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40613
Bagre marinus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40610
Bagre panamensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40611
Bagre pinnimaculatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40612
Bagrichthys hypselopterus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40752
Bagrichthys macropterus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40753
Bagridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40741
Bagroides melapterus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40754
Bagropsis reinhardti,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40917
Bagrus bajad,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40786
Bagrus docmak,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40787
Bagrus meridionalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40788
Bague River,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_50034
Bahaba chaptis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43196
Bahaba taipingensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43197
Bahamas,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_778
Bahia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_779
Bahrain,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_780
Baikiaea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26389
Baikiaea plurijuga,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26390
Baileychromis centropomoides,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43500
Bairdiella ronchus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43166
Baja California,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_782
Baja California Sur,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8546
Bajacalifornia burragei,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39403
Baladi cattle,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_a9c7348b
Balaena,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331194
Balaena mysticetus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49024
Balaenidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49021
Balaenoptera,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_788
Balaenoptera acutorostrata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49014
Balaenoptera borealis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49016
Balaenoptera edeni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49015
Balaenoptera musculus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49017
Balaenoptera physalus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49018
Balaenopteridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49013
Balanidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46186
Balanites,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33298
Balanites aegyptiaca,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33300
Balanophoraceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_26281
Balantidium,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_791
Balantiocheilos melanopterus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40317
Balanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_792
Balearic Islands,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_63329
Bali,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_794
Balikh River,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_50035
Baliothrips,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_796
Balistapus undulatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45962
Balistes,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_797
Balistes capriscus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45963
Balistes polylepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45965
Balistes vetula,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45964
Balistidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45961
Balistoidei,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_798
Balistoides conspicillum,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45966
Balitora annamitica,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40537
Balitoridae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40533
Balkans,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_799
Ballia callitricha,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49712
Balsaminaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_15496
Baltic Sea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_800
Baltic States,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_36693
Balıkesir Province,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1358262516351
Bambusa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_803
Bambusa arundinacea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_804
Bambusa vulgaris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_805
Banana Xanthomonas wilt,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_b5e2a738
Banana bunchy top virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_32385
Banda Sea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_808
Bandicota,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33301
Bandicota bengalensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33303
Bangana behri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40323
Bangasternus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_69f82aca
Bangasternus orientalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_94e38c59
Bangasternus planifrons,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_180bd6da
Bangiaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49785
Bangka,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_809
Bangladesh,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_810
Bani River,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_50036
Banisteriopsis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_811
Banisteriopsis caapi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331427
Banjos banjos,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42842
Banjosidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42841
Banksia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_33306
Baphia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_813
Baphia nitida,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331158
Barathrites iris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41955
Barathronus maculatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42020
Barbados,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_814
Barbantus curvifrons,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39427
Barbarine,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_c875c891
Barbatia barbata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_47873
Barbatia foliata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_47874
Barbatia fusca,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_47875
Barbatia lurida,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_47876
Barbatula barbatula,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40538
Barbicambarus cornutus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46839
Barbichthys nitidus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40324
Barbodes altus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40325
Barbodes balleroides,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40326
Barbodes platysoma,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40327
Barboides gracilis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40331
Barbopsis devecchii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40332
Barbourisia rufa,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42040
Barbourisiidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42039
Barbucca diabolica,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40539
Barbulifer antennatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44482
Barbuligobius boehlkei,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44484
Barbus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24821
Barbus aeneus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40080
Barbus altianalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40091
Barbus altidorsalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40092
Barbus barbus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40077
Barbus bynni,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40093
Barbus callensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40094
Barbus canis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40079
Barbus capensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40081
Barbus cyclolepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_49551
Barbus eurystomus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40095
Barbus graellsii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40082
Barbus haasi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40083
Barbus holotaenia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40084
Barbus johnstonii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40085
Barbus lineomaculatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40096
Barbus longiceps,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40088
Barbus macrotaenia,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40086
Barbus marequensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40101
Barbus mattozi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40100
Barbus meridionalis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40078
Barbus neumayeri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40087
Barbus paludinosus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40098
Barbus perince,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40099
Barbus plebejus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40089
Barbus sclateri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40090
Barbus trimaculatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40102
Barbus tropidolepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40103
Barbus unitaeniatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40097
Bared River,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_50037
Barents Sea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_816
Barilius bakeri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40230
Barilius barila,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40224
Barilius barna,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40225
Barilius bendelisis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40231
Barilius bola,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40226
Barilius shacra,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40227
Barilius tileo,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40228
Barilius vagra,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40229
Barinas,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_817
Baris,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_818
Barleria,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_24323
Barley mild mosaic virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_8ed72aea
Barley yellow dwarf virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_15942
Barley yellow mosaic virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_34752
Barley yellow striate mosaic virus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_90ba8f5d
Barnea candida,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48480
Barnea dilatata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48482
Barnea manilensis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48483
Barnea subtruncata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48481
Barnea truncata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_48484
Bartonella,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_9090
Bartonella henselae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_37063
Bartın Province,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_1358514161952
Bascanichthys bascanoides,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41321
Basella,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_833
Basella alba,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_834
Basellaceae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_835
Basidiobolus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_31775
Basidiomycota,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_331216
Basilicata,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_838
Basilichthys australis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42166
Basilichthys microlepidotus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42167
Bassanago hirsutus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41244
Bassogigas gillii,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41956
Bassozetus compressus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41957
Batasio batasio,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40747
Bathophilus digitatus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39513
Bathophilus nigerrimus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39512
Bathophilus vaillanti,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39514
Bathyaethiops breuseghemi,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_39979
Bathyagonus alascanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45448
Bathyanthias mexicanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_42310
Bathybagrus tetranema,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_40748
Bathybates ferox,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43708
Bathyblennius antholops,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45042
Bathycallionymus formosanus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_45109
Bathychaunax coloratus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_46068
Bathyclupea argentea,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43467
Bathyclupeidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_43466
Bathycongrus wallacei,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41245
Bathydraco antarcticus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44118
Bathydraco macrolepis,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44120
Bathydraco marri,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44119
Bathydraconidae,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44116
Bathygadus macrops,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41623
Bathygadus melanobranchus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_41624
Bathygobius fuscus,AGROVOC,http://aims.fao.org/aos/agrovoc,http://aims.fao.org/aos/agrovoc/c_44444
